word	definition	pos	cefr	tags
cantar	to sing	verb	A2.1	
comercial	commercial	adj	A2.1	
concierto	concert	noun	A2.1	
cuento	story, short story	noun	A2.1	
diario	diary, journal	adj	A2.1	
diversión	fun	noun	A2.1	
ducha	shower	noun	A2.1	
elegante	elegant	adj	A2.1	
episodio	episode	noun	A2.1	
espectáculo	show, performance, spectacle	noun	A2.1	
famoso	famous	adj	A2.1	
fútbol	soccer	noun	A2.1	
medios	media	adj	A2.1	
mostrar	to show	verb	A2.1	
obra de teatro	play	phrase	A2.1	
original	original	adj	A2.1	
página	page	noun	A2.1	
periódico	newspaper	noun	A2.1	
personaje	character	noun	A2.1	
pieza	piece	noun	A2.1	
popular	popular	adj	A2.1	
revisar	to review	verb	A2.1	
revista	magazine	noun	A2.1	
ritmo	rhythm	noun	A2.1	
serie	series	noun	A2.1	
suspensivo	suspenseful	adj	A2.1	
teatro	theater	noun	A2.1	
temporada	season	noun	A2.1	
actriz	actor, actress	noun	A2.2	
actuación	performance, acting	noun	A2.2	
anuncio	advertisement	noun	A2.2	
bello	beautiful	adj	A2.2	
canto	singing	noun	A2.2	
capítulo	chapter	noun	A2.2	
circo	circus	noun	A2.2	
clásico	classic	adj	A2.2	
colección	collection	noun	A2.2	
comedia	comedy	noun	A2.2	
creación	creation	noun	A2.2	
cultura	culture	noun	A2.2	
danza	dance	noun	A2.2	
deporte	sport	noun	A2.2	
desfile	parade	noun	A2.2	
dibujo	drawing	noun	A2.2	
directora	director	noun	A2.2	
drama	drama	noun	A2.2	
en particular	in particular	phrase	A2.2	
exposición	exhibition; presentation, exhibition	noun	A2.2	
expresión	expression	noun	A2.2	
extraordinario	extraordinary	adj	A2.2	
fascinante	fascinating	adj	A2.2	
feria	fair	noun	A2.2	
festival	festival	noun	A2.2	
fotografía	photography	noun	A2.2	
función	show, performance	noun	A2.2	
galería	gallery	noun	A2.2	
grabación	recording	noun	A2.2	
guión	script	noun	A2.2	
guitarra	guitar	noun	A2.2	
imaginación	imagination	noun	A2.2	
magnífico	magnificent	adj	A2.2	
museo	museum	noun	A2.2	
musical	musical	adj	A2.2	
nadar	to swim	verb	A2.2	
novela	novel	noun	A2.2	
ópera	opera	noun	A2.2	
piano	piano	noun	A2.2	
poema	poem	noun	A2.2	
poesía	poetry	noun	A2.2	
publicidad	advertising	noun	A2.2	
romance	ballad; romance	noun	A2.2	
romántico	romantic	adj	A2.2	
terror	horror	noun	A2.2	
texto	text	noun	A2.2	
tragedia	tragedy	noun	A2.2	
visual	visual	adj	A2.2	
aterrador	terrifying	adj	B1.1	
ballet	ballet	noun	B1.1	
dramático	dramatic	adj	B1.1	
entretenimiento	entertainment	noun	B1.1	
escritora	writer	noun	B1.1	
escritura	deed, writing	noun	B1.1	
exhibición	exhibition	noun	B1.1	
film	film	noun	B1.1	
filmar	to film	verb	B1.1	
género	genre	noun	B1.1	
instrumento	instrument	noun	B1.1	
melodía	melody	noun	B1.1	
músico	musician	noun	B1.1	
obra literaria	literary work	phrase	B1.1	
publicar	to publish	verb	B1.1	
reparto	cast	noun	B1.1	
representación	performance; representation	noun	B1.1	
representar	to represent	verb	B1.1	
romántica	romantic	adj	B1.1	
vulgar	vulgar	adj	B1.1	
animación	animation	noun	B1.2	
arquitectura	architecture	noun	B1.2	
artístico	artistic	adj	B1.2	
boletín	bulletin	noun	B1.2	
carnaval	carnival	noun	B1.2	
comentar	to comment	verb	B1.2	
composición	composition	noun	B1.2	
conmovedor	moving	adj	B1.2	
creatividad	creativity	noun	B1.2	
emisión	broadcast, emission	noun	B1.2	
entretenido	entertaining	adj	B1.2	
escultura	sculpture	noun	B1.2	
exponer	to display	verb	B1.2	
mediocre	mediocre	adj	B1.2	
memorias	memoirs	noun	B1.2	
narrador	narrator	noun	B1.2	
protagonista	protagonist, main character	noun	B1.2	
redacción	writing	noun	B1.2	
relato	story	noun	B1.2	
reportaje	report	noun	B1.2	
trama	plot	noun	B1.2	
verso	verse	noun	B1.2	
biografía	biography	noun	B2.1	
componer	to compose	verb	B2.1	
crónica	chronicle	noun	B2.1	
educativo	educational	adj	B2.1	
emotivo	emotional	adj	B2.1	
influir	to influence	verb	B2.1	
inspirar	to inspire	verb	B2.1	
opinar	to give an opinion	verb	B2.1	
poético	poetic	adj	B2.1	
recital	recital	noun	B2.1	
refinado	refined	adj	B2.1	
sublime	sublime	adj	B2.1	
suspenso	suspense, thriller	noun	B2.1	
autobiografía	autobiography	noun	B2.2	
autora	author	noun	B2.2	
cinematografía	cinematography	noun	B2.2	
conservatorio	conservatory	noun	B2.2	
contemporáneo	contemporary	adj	B2.2	
editar	to edit	verb	B2.2	
esculpir	to sculpt	verb	B2.2	
estético	aesthetic	adj	B2.2	
exhibir	to exhibit	verb	B2.2	
expresivo	expressive	adj	B2.2	
imaginativo	imaginative	adj	B2.2	
lectora	reader	noun	B2.2	
oyente	listener	noun	B2.2	
prosa	prose	noun	B2.2	
thriller	thriller	noun	B2.2	
vanguardista	avant-garde	adj	B2.2	
estación	season, station	noun	A1.2	
divertirse	to have fun	verb	B1.1	
entretenerse	to entertain oneself	verb	B2.2	
tradicional	traditional	adj	B1.1	
béisbol	baseball	noun	A2.2	
tenis	tennis	noun	A2.2	
aplaudir	to applaud	verb	B2.1	
básquetbol	basketball	noun	B2.2	
correr	to run	verb	A1.2	
programa	program	noun	A1.2	
radio	radio	noun	A1.2	
grabar	to record	verb	A2.2	
moderno	modern	adj	A2.2	
sofisticado	sophisticated	adj	B1.2	
crear	to create	verb	A2.1	
producir	to produce	verb	B1.1	
diseñar	to design	verb	B1.2	
innovador	innovative	adj	B2.2	
todos los días	every day	phrase	A1.1	time
normalmente	normally	adv	A2.1	
frecuentemente	frequently	adv	B1.2	time
divertido	fun, funny	adj	A1.2	
hermoso	beautiful	adj	A1.2	
caminar	to walk	verb	A2.1	
emocionante	exciting	adj	A2.1	
impresionante	impressive	adj	A2.1	
fotografiar	to photograph	verb	B2.1	
entrevista	interview	noun	A2.1	
director	director	noun	A1.2	
don	gift	noun	A1.2	
estilo	style	noun	A1.2	
talento	talent	noun	A2.1	
dirigir	to manage, to direct	verb	A2.2	
habilidad	skill	noun	A2.2	
técnica	technique	noun	A2.2	
creativo	creative	adj	B1.1	
documental	documentary	noun	B1.1	
a menudo	often	adv	B2.2	
de repente	suddenly	phrase	B2.2	
tener que ver	to have to do with	phrase	B2.2	
tratarse de	to be about	phrase	B2.2	
aire	air	noun	A1.2	
bosque	forest	noun	A1.2	
caballo	horse	noun	A1.2	
calle	street	noun	A1.2	
calor	heat	noun	A1.2	
cielo	sky	noun	A1.2	
estrella	star	noun	A1.2	
fuego	fire	noun	A1.2	
luna	moon	noun	A1.2	
mar	sea	noun	A1.2	
planeta	planet	noun	A1.2	
río	river	noun	A1.2	
sol	sun	noun	A1.2	
animal	animal	noun	A2.1	
árbol	tree	noun	A2.1	
asiento	seat	noun	A2.1	
cerdo	pig	noun	A2.1	
cobarde	coward	noun	A2.1	
desierto	desert	adj	A2.1	
firma	signature	noun	A2.1	
lago	lake	noun	A2.1	
lluvia	rain	noun	A2.1	
lobo	wolf	noun	A2.1	
montaña	mountain	noun	A2.1	
naturaleza	nature	noun	A2.1	
pájaro	bird	noun	A2.1	
parque	park	noun	A2.1	
pez	fish	noun	A2.1	
planta	plant	noun	A2.1	
playa	beach	noun	A2.1	
viento	wind	noun	A2.1	
clima	climate	noun	A2.2	
colina	hill	noun	A2.2	
conejo	rabbit	noun	A2.2	
egoísta	selfish	adj	A2.2	
elefante	elephant	noun	A2.2	
flor	flower	noun	A2.2	
gallina	hen	noun	A2.2	
león	lion	noun	A2.2	
nube	cloud	noun	A2.2	
océano	ocean	noun	A2.2	
pesca	fishing	noun	A2.2	
pescar	to fish	verb	A2.2	
selva	jungle	noun	A2.2	
tigre	tiger	noun	A2.2	
vaca	cow	noun	A2.2	
valle	valley	noun	A2.2	
llover	to rain	verb	B1.1	
oveja	sheep	noun	B1.1	
zorro	fox	noun	B1.1	
brillar	to shine	verb	B1.2	
pasto	grass	noun	B1.2	
reparación	repair, reparation	noun	B1.2	
soleado	sunny	adj	B1.2	
ventanilla	window seat	noun	B1.2	
jirafa	giraffe	noun	B2.1	
nublado	cloudy	adj	B2.1	
soplar	to blow (wind)	verb	B2.1	
bombera	firefighter	noun	B2.2	
equitación	horse riding	noun	B2.2	
lluvioso	rainy	adj	B2.2	
montañismo	mountaineering	noun	B2.2	
paracaidismo	skydiving	noun	B2.2	
pescadora	fisher	noun	B2.2	
ratón	mouse	noun	A2.2	
tiempo	weather, time	noun	A1.1	
nieve	snow	noun	A2.1	
nevar	to snow	verb	B2.2	
avión	airplane	noun	A1.2	
aire acondicionado	air conditioning	phrase	A2.2	
base	base, alkali, basis	noun	A1.2	
ponerse	to put on [clothing], to put on	verb	A2.1	
preocuparse	to worry	verb	A2.1	
frase	phrase	noun	A2.2	
se permite	it is allowed	phrase	A2.2	
se prohíbe	it is forbidden	phrase	A2.2	
compañero de clase	classmate	phrase	B1.1	
comportarse	to behave	verb	B1.2	
enamorarse	to fall in love	verb	B1.2	
llamarse	to be called, to be named	verb	B1.2	
perderse	to get lost	verb	B1.2	
quitarse	to take off [clothing], to take off	verb	B1.2	
lavarse	to wash oneself	verb	B2.1	
aburrirse	to be bored	verb	B2.2	
afeitarse	to shave	verb	B2.2	
alegrarse	to be glad	verb	B2.2	
aliviarse	to feel relief	verb	B2.2	
asustarse	to get scared	verb	B2.2	
confundirse	to get confused	verb	B2.2	
emocionarse	to get excited	verb	B2.2	
enojarse	to get angry	verb	B2.2	
entristecerse	to become sad	verb	B2.2	
estresarse	to get stressed	verb	B2.2	
frustrarse	to get frustrated	verb	B2.2	
maquillarse	to put on makeup	verb	B2.2	
sorprenderse	to be surprised	verb	B2.2	
despedirse	to say goodbye	verb	B1.2	
oponerse	to oppose	verb	B2.2	
conectarse	to connect	verb	B2.2	
descomponerse	to break down	verb	B2.2	
desconectarse	to disconnect	verb	B2.2	
hospedarse	to stay	verb	B2.2	
registrarse	to check in	verb	B2.2	
reunirse	to meet	verb	B1.1	
prepararse	to prepare	verb	B1.2	
comprometerse	to commit	verb	B2.1	
esforzarse	to make an effort	verb	B2.1	
capacitarse	to train	verb	B2.2	
dedicarse	to dedicate oneself	verb	B2.2	
desarrollarse	to develop	verb	B2.2	
destacarse	to stand out	verb	B2.2	
especializarse	to specialize	verb	B2.2	
formarse	to train	verb	B2.2	
¿Cómo está usted?	how are you? (formal)	phrase	A1.1	
¿Cómo estás?	how are you?	phrase	A1.1	
adiós	goodbye	intj	A1.1	
bebé	baby	noun	A1.1	
buenos días	good morning	phrase	A1.1	
estado	state	noun	A1.1	
familia	family	noun	A1.1	
hermana	sister	noun	A1.1	
hermano	brother, sister	noun	A1.1	
hija	daughter	noun	A1.1	
hijo	son, daughter	noun	A1.1	
igual	equal, same	adj	A1.1	
justo	fair	adj	A1.1	
madre	mother	noun	A1.1	
mal	bad, badly, poorly; to make a good, bad impression, badly	adj	A1.1	
mamá	mom	noun	A1.1	
mayor	older, bigger	adj	A1.1	
niño	boy, child	noun	A1.1	
nos vemos	see you	phrase	A1.1	
padre	father	noun	A1.1	
papá	dad	noun	A1.1	
tío	uncle, aunt	noun	A1.1	
abuela	grandmother	noun	A1.2	
abuelo	grandfather, grandmother	noun	A1.2	
amiga	friend	noun	A1.2	
boda	wedding	noun	A1.2	
casado	married	adj	A1.2	
derecho	right, law	noun	A1.2	
elección	election	noun	A1.2	
esposo	husband, wife	noun	A1.2	
justicia	justice	noun	A1.2	
ley	law	noun	A1.2	
matrimonio	marriage	noun	A1.2	
novia	boyfriend, girlfriend	noun	A1.2	
novio	boyfriend, girlfriend	noun	A1.2	
presidente	president	adj	A1.2	
público	public, audience	adj	A1.2	
pueblo	town, people	noun	A1.2	
tía	uncle, aunt	noun	A1.2	
aceptar	to accept	verb	A2.1	
alcalde	mayor	noun	A2.1	
amar	to love	verb	A2.1	
amistad	friendship	noun	A2.1	
campaña	campaign	noun	A2.1	
casada	married	noun	A2.1	
crisis	crisis	noun	A2.1	
cuidar	to take care of	verb	A2.1	
divorcio	divorce	noun	A2.1	
menor	younger, smaller	adj	A2.1	
militar	military person	adj	A2.1	
ministro	minister	noun	A2.1	
nación	nation	noun	A2.1	
necesidad	need, necessity	noun	A2.1	
política	politics; politics, policy	noun	A2.1	
preguntar	to ask	verb	A2.1	
primo	cousin	noun	A2.1	
privado	private	adj	A2.1	
proteger	to protect	verb	A2.1	
responder	to answer	verb	A2.1	
senador	senator	noun	A2.1	
social	social	adj	A2.1	
sociedad	society	noun	A2.1	
violencia	violence	noun	A2.1	
voto	vote	noun	A2.1	
abuso	abuse	noun	A2.2	
ciudadano	citizen	noun	A2.2	
civil	civil	adj	A2.2	
conflicto	conflict	noun	A2.2	
democracia	democracy	noun	A2.2	
injusto	unfair	adj	A2.2	
participar	to participate	verb	A2.2	
político	politician, political	adj	A2.2	
prima	cousin, premium	noun	A2.2	
república	republic	noun	A2.2	
resistir	to resist	verb	A2.2	
saludar	to greet	verb	A2.2	
sobrina	nephew, niece	noun	A2.2	
soltera	single	adj	A2.2	
soltero	single	adj	A2.2	
violento	violent	adj	A2.2	
viuda	widowed	noun	A2.2	
apoyar	to support	verb	B1.1	
combatir	to combat	verb	B1.1	
constitución	constitution	noun	B1.1	
conversar	to converse	verb	B1.1	
cooperar	to cooperate	verb	B1.1	
corrupción	corruption	noun	B1.1	
cuñada	brother-in-law, sister-in-law	noun	B1.1	
injusticia	injustice	noun	B1.1	
invitada	guest	noun	B1.1	
pacífico	peaceful	adj	B1.1	
pariente	relative	noun	B1.1	
pobreza	poverty	noun	B1.1	
rechazar	to reject	verb	B1.1	
riqueza	wealth	noun	B1.1	
separación	separation	noun	B1.1	
suegra	father-in-law, mother-in-law	noun	B1.1	
yerno	son-in-law	noun	B1.1	
acusar	to accuse	verb	B1.2	
anfitriona	host	noun	B1.2	
conservador	conservative	adj	B1.2	
contribuir	to contribute	verb	B1.2	
denunciar	to denounce	verb	B1.2	
diputado	deputy, congressman, representative	noun	B1.2	
divorciado	divorced	adj	B1.2	
funcionario	civil servant, official	noun	B1.2	
liberal	liberal	adj	B1.2	
nuera	daughter-in-law	noun	B1.2	
protestar	to protest	verb	B1.2	
reclamar	to claim	verb	B1.2	
tolerar	to tolerate	verb	B1.2	
condenar	to condemn	verb	B2.1	
delincuencia	delinquency	noun	B2.1	
democrático	democratic	adj	B2.1	
dictadura	dictatorship	noun	B2.1	
discriminación	discrimination	noun	B2.1	
divorciada	divorced	noun	B2.1	
exigir	to demand	verb	B2.1	
explotación	exploitation	noun	B2.1	
monarquía	monarchy	noun	B2.1	
opresión	oppression	noun	B2.1	
prejuicio	prejudice	noun	B2.1	
promover	to promote	verb	B2.1	
racismo	racism	noun	B2.1	
solidaridad	solidarity	noun	B2.1	
vendedora	salesperson	noun	B2.1	
antipática	unfriendly	adj	B2.2	
autoritario	authoritarian	adj	B2.2	
censurar	to censure	verb	B2.2	
criminalidad	crime	noun	B2.2	
desigual	unequal	adj	B2.2	
desigualdad	inequality	noun	B2.2	
excluido	excluded	adj	B2.2	
exclusión	exclusion	noun	B2.2	
fomentar	to foster	verb	B2.2	
inclusión	inclusion	noun	B2.2	
integración	integration	noun	B2.2	
integrado	integrated	adj	B2.2	
intolerante	intolerant	adj	B2.2	
manifestar	to demonstrate	verb	B2.2	
marginación	marginalization	noun	B2.2	
marginado	marginalized	adj	B2.2	
oprimido	oppressed	adj	B2.2	
progresista	progressive	adj	B2.2	
reivindicar	to demand	verb	B2.2	
sexismo	sexism	noun	B2.2	
solidario	supportive	adj	B2.2	
tolerante	tolerant	adj	B2.2	
llamar	to call	verb	A1.2	
desarrollar	to develop	verb	B1.1	
buenas tardes	good afternoon	phrase	A1.1	time
hasta luego	see you later	phrase	A1.1	time
hasta mañana	see you tomorrow	phrase	A1.1	time
conocer	to know, be familiar with, to know (people, places), to meet, to get to know	verb	A1.2	time
libre	free; free, available	adj	A1.2	
país	country	noun	A1.2	
visitar	to visit	verb	A2.1	
incluido	included	adj	B1.1	
ayudar	to help	verb	A1.2	
gobierno	government	noun	A1.2	
luchar	to fight	verb	A2.1	
autoridad	authority	noun	A2.2	
liderazgo	leadership	noun	B1.1	
colaborar	to collaborate	verb	B1.2	
impulsar	to drive	verb	B2.2	
damas	checkers	noun	A1.2	
partido	match, game, party	noun	A1.2	
perder	to lose	verb	A1.2	
caza	hunting	noun	A2.1	
lucha	wrestling	noun	A2.1	
premio	prize, award	noun	A2.1	
puntos	points	noun	A2.1	
saltar	to jump	verb	A2.1	
ajedrez	chess	noun	A2.2	
campeonato	championship	noun	A2.2	
golf	golf	noun	A2.2	
golpear	to hit	verb	A2.2	
lanzar	to throw	verb	A2.2	
liga	league	noun	A2.2	
medalla	medal	noun	A2.2	
vela	sailing	noun	A2.2	
bolos	bowling	noun	B1.1	
boxeo	boxing	noun	B1.1	
gimnasia	gymnastics	noun	B1.1	
surf	surfing	noun	B1.1	
torneo	tournament	noun	B1.1	
trofeo	trophy	noun	B1.1	
esquí	skiing	noun	B1.2	
maratón	marathon	noun	B1.2	
natación	swimming	noun	B1.2	
remo	rowing	noun	B1.2	
buceo	diving	noun	B2.1	
escalada	climbing	noun	B2.1	
jugadora	player	noun	B2.1	
aficionada	fan	noun	B2.2	
atletismo	athletics	noun	B2.2	
canotaje	canoeing	noun	B2.2	
ciclismo	cycling	noun	B2.2	
empatar	to tie, draw	verb	B2.2	
espectadora	spectator	noun	B2.2	
parapente	paragliding	noun	B2.2	
triatlón	triathlon	noun	B2.2	
voleibol	volleyball	noun	B2.2	
snowboard	snowboarding	noun	B2.2	
gimnasio	gym	noun	A2.2	
equipo	team	noun	A1.1	
ganar	to win, to earn	verb	A1.2	
competir	to compete	verb	A2.2	
meta	goal; goal, finish line	noun	A2.2	
encontrar	to find	verb	A1.1	
nuevo	new	adj	A1.1	
abrir	to open	verb	A1.2	
buscar	to look for, to search	verb	A1.2	
cámara	camera, chamber	noun	A1.2	
mensaje	message	noun	A1.2	
pantalones	pants, trousers	noun	A1.2	
principio	principle	noun	A1.2	
real	real	adj	A1.2	
red	network	noun	A1.2	
sistema	system	noun	A1.2	
usar	to wear, to use	verb	A1.2	
acceso	access	noun	A2.1	
celular	mobile phone, cell phone	noun	A2.1	
cerrar	to close	verb	A2.1	
ciencia	science	noun	A2.1	
construir	to build	verb	A2.1	
funcionar	to work, function	verb	A2.1	
internet	internet	noun	A2.1	
página web	web page, webpage	phrase	A2.1	
red social	social network	phrase	A2.1	
registro	registration, register	noun	A2.1	
sitio web	website	phrase	A2.1	
tecnología	technology	noun	A2.1	
teléfono inteligente	smartphone	phrase	A2.1	
apagar	to turn off	verb	A2.2	
avance	advance, progress	noun	A2.2	
colgar	to hang up	verb	A2.2	
complejo	complex	adj	A2.2	
contestar	to answer	verb	A2.2	
desarrollo	development	noun	A2.2	
descubrimiento	discovery	noun	A2.2	
encender	to turn on	verb	A2.2	
guardar	to save	verb	A2.2	
manual	manual	adj	A2.2	
pantalla	screen	noun	A2.2	
plataforma	platform	noun	A2.2	
técnico	technical	adj	A2.2	
utilizar	to utilize	verb	A2.2	
adjunto	attachment	noun	B1.1	
automático	automatic	adj	B1.1	
borrar	to delete, erase	verb	B1.1	
conectar	to connect	verb	B1.1	
digital	digital	adj	B1.1	
electrónico	electronic	adj	B1.1	
enlace	link	noun	B1.1	
ensayar	to test	verb	B1.1	
ingeniería	engineering	noun	B1.1	
navegar	to browse	verb	B1.1	
pegar	to paste	verb	B1.1	
portátil	portable	adj	B1.1	
reparar	to repair	verb	B1.1	
software	software	noun	B1.1	
virtualización	virtualization	noun	B1.1	
blog	blog	noun	B1.2	
descargar	to download	verb	B1.2	
email	email	noun	B1.2	
fabricar	to manufacture	verb	B1.2	
grabadora	recorder	noun	B1.2	
imprimir	to print	verb	B1.2	
instalar	to install	verb	B1.2	
invención	invention	noun	B1.2	
laptop	laptop	noun	B1.2	
procesar	to process	verb	B1.2	
programación	programming	noun	B1.2	
simulación	simulation	noun	B1.2	
usuario	user	noun	B1.2	
virtual	virtual	adj	B1.2	
algoritmo	algorithm	noun	B2.1	
astronomía	astronomy	noun	B2.1	
chat	chat	noun	B2.1	
combinar	to combine	verb	B2.1	
computación	computing	noun	B2.1	
concebir	to conceive	verb	B2.1	
desconectar	to disconnect	verb	B2.1	
I+D+i	R&D&I	noun	B2.1	
parametrizar	to parameterize	verb	B2.1	
programar	to program	verb	B2.1	
reproducir	to reproduce	verb	B2.1	
reproductor	player	noun	B2.1	
robotizar	to robotize	verb	B2.1	
teclado	keyboard	noun	B2.1	
tecnológico	technological	adj	B2.1	
acreditación	accreditation	noun	B2.2	
acreditar	to accredit	verb	B2.2	
altavoces	speakers	noun	B2.2	
analítico	analytical	adj	B2.2	
analógico	analog	adj	B2.2	
antropología	anthropology	noun	B2.2	
arqueología	archaeology	noun	B2.2	
astrobiología	astrobiology	noun	B2.2	
astrofísica	astrophysics	noun	B2.2	
audífonos	headphones	noun	B2.2	
automatización	automation	noun	B2.2	
biogeografía	biogeography	noun	B2.2	
bioinformática	bioinformatics	adj	B2.2	
bioingeniería	bioengineering	noun	B2.2	
biomedicina	biomedicine	adj	B2.2	
biotecnología	biotechnology	noun	B2.2	
calibración	calibration	noun	B2.2	
calibrar	to calibrate	verb	B2.2	
caracterización	characterization	noun	B2.2	
certificación	certification	noun	B2.2	
certificar	to certify	verb	B2.2	
chatear	to chat	verb	B2.2	
cibercrimen	cybercrime	noun	B2.2	
ciberespacio	cyberspace	noun	B2.2	
ciberguerra	cyberwar	noun	B2.2	
ciberseguridad	cybersecurity	noun	B2.2	
climatología	climatology	noun	B2.2	
codificar	to code	verb	B2.2	
comercialización	commercialization	noun	B2.2	
computar	to compute	verb	B2.2	
configurar	to configure	verb	B2.2	
constatar	to verify	verb	B2.2	
corroborar	to corroborate	verb	B2.2	
cosmología	cosmology	noun	B2.2	
cualitativo	qualitative	adj	B2.2	
cuantitativo	quantitative	adj	B2.2	
desinstalar	to uninstall	verb	B2.2	
desplegar	to deploy	verb	B2.2	
digitalización	digitalization	noun	B2.2	
ecología	ecology	noun	B2.2	
electrodinámica	electrodynamics	adj	B2.2	
escalamiento	scaling	noun	B2.2	
estandarización	standardization	noun	B2.2	
estandarizar	to standardize	verb	B2.2	
exobiología	exobiology	noun	B2.2	
fusionar	to merge	verb	B2.2	
geofísica	geophysics	noun	B2.2	
geología	geology	noun	B2.2	
hardware	hardware	noun	B2.2	
hibridar	to hybridize	verb	B2.2	
homologación	homologation, approval	noun	B2.2	
homologar	to homologate	verb	B2.2	
inalámbrico	wireless	adj	B2.2	
incorporar	to incorporate	verb	B2.2	
industrialización	industrialization	noun	B2.2	
informatizar	to computerize	verb	B2.2	
innovación	innovation	noun	B2.2	
interfaz	interface	noun	B2.2	
meteorología	meteorology	noun	B2.2	
miniaturización	miniaturization	noun	B2.2	
modelar	to model	verb	B2.2	
modelización	modeling	noun	B2.2	
nanotecnología	nanotechnology	noun	B2.2	
neurobiología	neurobiology	noun	B2.2	
neurociencia	neuroscience	noun	B2.2	
neurotecnología	neurotechnology	noun	B2.2	
normalización	normalization	adj	B2.2	
normalizar	to normalize	verb	B2.2	
oceanografía	oceanography	noun	B2.2	
optimización	optimization	noun	B2.2	
personalizar	to customize	verb	B2.2	
programadora	programmer	noun	B2.2	
relatividad	relativity	noun	B2.2	
replicar	to replicate	verb	B2.2	
robotización	robotization	noun	B2.2	
seleccionar	to select	verb	B2.2	
sincronizar	to synchronize	verb	B2.2	
sistematización	systematization	noun	B2.2	
sociología	sociology	noun	B2.2	
tableta	tablet	noun	B2.2	
telediario	news program	noun	B2.2	
termodinámica	thermodynamics	noun	B2.2	
videocámara	video camera	noun	B2.2	
simular	to simulate	verb	B2.1	
emular	to emulate	verb	B2.2	
subir	to get on, to go up, to upload	verb	A1.2	
descubrir	to discover	verb	A2.1	
correo electrónico	email	phrase	A1.1	
archivo	file	noun	A2.1	
enviar	to send	verb	A2.1	
recibir	to receive	verb	A2.1	
documento	document	noun	A2.2	
progreso	progress	noun	A2.2	
aplicación	application; application, app	noun	B1.1	
contraseña	password	noun	B1.1	
inventar	to invent	verb	B1.1	
ajustar	to adjust	verb	B1.2	
impresora	printer	noun	B2.1	
prototipado	prototyping	noun	B2.1	
adaptar	to adapt	verb	B2.2	
automatizar	to automate	verb	B2.2	
digitalizar	to digitize	verb	B2.2	
implementar	to implement	verb	B2.2	
innovar	to innovate	verb	B2.2	
optimizar	to optimize	verb	B2.2	
perfeccionar	to perfect	verb	B2.2	
refinar	to refine	verb	B2.2	
a veces	sometimes	phrase	A1.1	time
ahora	now	adv	A1.1	time
día	day	noun	A1.1	time
hora	hour, time	noun	A1.1	time
mañana	morning; tomorrow	adv	A1.1	time
momento	moment	noun	A1.1	time
noche	night	noun	A1.1	time
pasar	to spend (time), to pass	verb	A1.1	time
pronto	soon	adv	A1.1	time
segundo	second	noun	A1.1	time
semana	week	noun	A1.1	time
tarde	late, afternoon	adv	A1.1	time
apenas	barely, hardly	adv	A1.2	time
ayer	yesterday	adv	A1.2	time
cita	date, appointment, citation, quote	noun	A1.2	time
cumpleaños	birthday	noun	A1.2	time
definitivamente	definitively	adv	A1.2	time
especialmente	especially	adv	A1.2	time
esperar	to wait, to hope	verb	A1.2	time
finalmente	finally	adv	A1.2	time
inmediatamente	immediately	adv	A1.2	time
mes	month	noun	A1.2	time
minuto	minute	noun	A1.2	time
Navidad	Christmas	noun	A1.2	time
pasado mañana	day after tomorrow	phrase	A1.2	time
todavía no	not yet	phrase	A1.2	time
verano	summer	noun	A1.2	time
ya no	not anymore, no longer	phrase	A1.2	time
anteriormente	previously	adv	A2.1	time
antes de	before	phrase	A2.1	time
chocolate	chocolate	noun	A2.1	
después de	after	phrase	A2.1	time
domingo	Sunday	noun	A2.1	time
invierno	winter	noun	A2.1	time
jueves	Thursday	noun	A2.1	time
julio	July	noun	A2.1	time
lunes	Monday	noun	A2.1	time
martes	Tuesday	noun	A2.1	time
medianoche	midnight	noun	A2.1	time
primavera	spring	noun	A2.1	time
recién	recently, just	adv	A2.1	time
sábado	Saturday	noun	A2.1	time
sabrá	he, she will know	verb	A2.1	
últimamente	lately	adv	A2.1	time
viernes	Friday	noun	A2.1	time
abril	April	noun	A2.2	time
agosto	August	noun	A2.2	time
aniversario	anniversary	noun	A2.2	time
constantemente	constantly	adv	A2.2	time
diciembre	December	noun	A2.2	time
durar	to last	verb	A2.2	time
enero	January	noun	A2.2	time
generalmente	generally	adv	A2.2	
junio	June	noun	A2.2	time
marzo	March	noun	A2.2	time
mayo	May	noun	A2.2	time
mediodía	noon	noun	A2.2	time
miércoles	Wednesday	noun	A2.2	time
noviembre	November	noun	A2.2	time
octubre	October	noun	A2.2	time
otoño	autumn, fall	noun	A2.2	time
recientemente	recently	adv	A2.2	time
septiembre	September	noun	A2.2	time
sincera	sincere	adj	A2.2	
sinceramente	sincerely	adv	A2.2	
a la vez	at the same time	phrase	B1.1	time
al mismo tiempo	at the same time	phrase	B1.1	time
aun cuando	even when	phrase	B1.1	time
continuamente	continuously	adv	B1.1	time
en el ínterin	in the meantime	phrase	B1.1	time
eventualmente	eventually	adv	B1.1	time
febrero	February	noun	B1.1	time
madrugada	early morning, dawn	adv	B1.1	time
particularmente	particularly	adv	B1.1	
previamente	previously	adv	B1.1	time
principalmente	mainly	adv	B1.1	
repentinamente	suddenly	adv	B1.1	time
sinceridad	sincerity	noun	B1.1	
tardar	to take time	verb	B1.1	time
ocasionalmente	occasionally	adv	B1.2	time
permanentemente	permanently	adv	B1.2	time
temporalmente	temporarily	adv	B1.2	time
anteayer	day before yesterday	adv	B2.1	time
